Filename,ClassId
02188,6
12576,18
11745,6
08943,25
09128,3
12128,38
07278,5
11379,12
11301,10
05248,40
09604,25
01237,4
01125,7
11361,22
10039,13
01966,7
06482,1
10903,17
02243,16
00706,12
06174,38
03634,1
02978,36
01367,5
10836,15
07922,14
01392,25
03109,39
04081,10
01918,25
11103,2
02297,2
02851,10
08325,12
01053,34
01544,25
10654,16
12321,3
00183,25
04406,5
11235,17
12120,11
00653,5
05912,5
09579,18
02637,5
02464,9
08185,12
11870,18
00863,2
05632,14
06029,25
06826,25
01047,11
02999,5
06896,4
05401,13
01009,12
11122,3
04165,14
00915,13
11425,38
09659,22
04541,2
01621,7
08351,38
08286,26
11047,16
06364,38
07700,30
09575,14
05038,2
12586,10
02534,8
07248,33
01908,38
11986,18
08170,10
06742,9
01351,12
03982,13
07707,4
10495,13
05888,5
08424,37
05178,4
09314,5
03356,2
01019,5
06662,2
08435,31
08312,10
02271,13
06937,10
01969,40
02701,35
03042,2
05503,26
06985,14
05234,38
05779,30
02589,26
11582,9
05619,3
01183,24
07760,28
05908,4
10321,9
11687,25
08930,31
03342,3
09550,29
06418,36
10037,33
05890,5
00751,28
01159,1
00440,22
10600,2
11925,30
06881,35
01729,4
01177,18
04139,1
00903,4
05693,18
00581,10
05072,16
12009,22
03373,23
01613,16
04796,25
11224,6
07507,2
10853,12
04929,34
09723,11
09236,7
00572,41
05824,30
11290,7
05985,6
08685,23
04992,2
06544,41
03754,10
07007,17
11510,39
08788,7
00090,3
09012,11
11845,9
02480,6
03126,38
06691,10
12006,22
00513,22
07141,4
02123,13
10629,3
08467,16
12589,3
12529,38
05466,36
12231,35
11738,40
12411,9
00975,8
10737,2
09208,13
12577,11
00280,9
02781,25
00053,9
06081,1
10726,3
03388,22
00143,18
02141,17
10842,3
06920,25
12217,25
07339,10
08099,35
01420,12
02976,2
04555,36
04920,1
12102,2
07119,3
01164,4
08348,30
06554,35
11828,2
06795,4
02467,9
03185,12
01249,12
07009,1
05322,3
11987,9
05832,38
02387,25
04266,1
01450,35
10225,14
02583,33
05309,6
02261,13
08303,6
08244,13
02044,3
10683,31
06875,38
07573,10
07647,25
00008,25
06046,7
02360,30
03204,13
12467,18
12610,35
07374,18
05045,17
04838,10
01380,9
01433,8
09391,5
06562,35
12627,5
10009,23
11523,38
06880,2
07676,21
00133,13
00073,34
03139,10
00049,1
04603,34
12472,3
08231,38
02376,4
09605,4
02740,23
00874,4
06566,4
12466,1
09860,2
06528,24
02982,12
02897,10
02254,3
09655,13
02384,22
12240,35
03592,35
02000,34
11399,3
05394,16
03014,18
09265,7
00574,13
11479,36
04091,12
10992,6
08708,16
04947,8
01587,35
04080,11
00401,36
06827,16
04981,35
06457,25
05301,11
01665,25
00968,7
07490,14
07898,5
09543,32
03446,4
09415,6
06153,13
02415,13
05937,10
03186,13
03966,9
07677,31
01154,10
06970,10
06438,8
08699,11
03566,5
06488,1
06295,38
08744,4
00297,28
11617,30
01643,19
02198,12
11921,38
02001,38
11544,33
06756,25
09122,13
06631,1
04613,37
10393,20
11264,13
11841,31
11342,9
02902,4
01190,10
01889,39
09955,38
01748,8
03525,5
10031,9
04861,3
02904,5
02560,2
05791,37
01220,13
07466,9
03617,21
00663,7
10119,20
10666,5
08316,1
06387,2
02839,28
10075,1
08640,29
00683,12
05396,8
07452,25
11144,11
08277,12
11100,13
11551,2
02118,9
04120,4
09453,13
11760,18
06246,2
00575,33
03685,5
11388,1
01938,5
11321,11
07166,4
12248,15
04019,12
12213,1
12436,40
12046,28
07399,32
05238,38
08322,29
10820,8
10394,13
03084,13
01283,36
11673,2
07430,28
12448,15
06327,31
06924,2
00161,16
12295,4
09567,14
06224,38
11612,17
06202,13
02432,35
03555,5
07337,9
02499,12
00893,17
11852,12
04228,9
09215,5
06223,29
11879,13
03012,27
05202,18
04502,28
03528,38
08756,2
08904,2
03486,15
02623,5
02326,19
00022,9
04207,5
03137,25
03984,1
08225,17
00705,16
04330,31
12613,8
02472,5
02946,5
01171,41
03967,3
00107,25
09717,38
09670,5
10592,25
05165,28
10556,22
04092,10
07910,21
00127,20
02739,1
07918,35
01731,33
00831,7
04656,38
06627,1
02027,38
00092,2
08987,18
09094,33
11110,10
11136,35
12575,2
03801,9
04862,4
01257,11
00317,40
06395,19
00196,8
02423,22
06433,2
12405,4
08480,23
00786,2
09023,3
00413,26
03677,0
00897,31
09196,38
03064,12
06639,0
07434,40
01674,15
00071,25
07157,9
05369,40
09168,35
10187,19
09281,15
12624,25
09369,6
02222,5
00342,9
06705,10
07378,33
07882,17
09309,28
04206,10
03819,4
10032,4
11953,8
12075,18
11805,2
01593,10
01751,20
03386,42
02542,10
06275,38
04614,38
07106,36
07835,5
01456,38
01893,4
11124,22
05836,12
01720,10
12088,2
03515,7
04043,26
06254,1
06775,12
09108,25
03276,2
07540,39
10222,15
04518,10
04245,5
04760,7
04135,3
02252,25
00152,11
00650,32
11074,30
08845,14
11147,38
05803,4
02928,1
06893,25
10525,8
07066,1
03480,25
12186,11
06505,9
03259,2
12053,20
04946,5
05373,1
00763,3
02811,1
00201,9
09397,11
09491,9
03958,22
05586,1
02371,2
04051,8
02332,42
07897,25
07613,3
05263,2
06678,33
08526,7
01883,1
09200,7
08573,14
09123,35
02035,35
02518,17
06020,2
05926,5
09530,1
06298,25
03769,1
04411,7
00782,12
03650,4
08205,42
06976,38
01290,4
06770,25
11261,41
07546,1
11020,33
07823,25
11835,4
08550,2
01985,25
11558,12
10757,2
10384,9
06404,7
06831,1
02043,1
09375,14
06980,22
03856,9
11040,12
12449,25
02898,15
09953,10
07219,16
00939,12
04644,5
10987,38
01132,40
05328,13
01223,14
05788,5
12147,13
04949,13
05429,13
06217,22
11552,38
03009,0
11607,1
06830,12
03072,2
12625,12
05858,5
03355,7
05326,4
12381,12
01624,7
04331,24
03973,36
09949,9
00550,5
01640,33
05035,12
00818,1
08029,17
07782,8
00639,9
03703,2
06929,13
02693,4
05774,24
11683,5
12471,5
00437,10
10040,9
06322,12
12096,18
05468,2
05700,8
02723,9
05488,10
11295,10
00682,35
02369,13
06577,1
00670,15
03182,7
08522,9
00338,4
09232,12
08177,13
09426,5
10817,31
08836,25
12598,35
08980,36
06540,2
00617,1
05557,25
02878,13
09898,7
12212,28
02351,33
12495,9
01300,38
07775,28
08369,2
10800,38
06241,18
01517,42
09694,9
06397,5
07912,12
08513,1
06773,13
11735,15
04053,5
06028,26
04672,18
00125,10
08386,2
00540,4
00363,39
07191,12
11083,17
00269,18
05505,38
01055,11
05837,2
08388,25
04524,7
02647,31
06981,16
03923,2
10392,17
02437,7
03659,13
11647,24
12115,1
05347,5
03550,14
02383,7
00174,33
00815,1
12629,10
03367,29
01645,5
03675,25
09892,33
12394,10
10883,13
10219,11
00589,5
06167,18
04272,8
06583,7
00890,13
05441,6
05549,17
07400,30
03176,17
09348,1
06735,12
02053,3
02568,25
07569,18
05733,1
07111,10
06534,11
02366,2
10492,10
11345,1
11249,4
06234,5
09855,32
05475,4
07965,15
09748,38
08336,2
08157,11
03701,21
03240,4
12007,38
03068,10
06319,38
10959,10
02741,2
08847,10
06493,2
12611,11
08568,1
08373,18
08903,35
05751,1
04968,10
04382,2
09774,7
08519,18
06686,9
06732,35
10175,22
06228,13
08830,2
05087,1
05606,9
01010,8
00426,13
00772,13
01542,3
11780,36
01601,6
07892,25
09249,31
11820,25
04932,42
03129,38
12400,3
12104,24
00998,9
04360,36
06836,30
11208,5
00172,26
00438,8
01161,4
01365,10
06422,31
10139,2
03811,25
00681,14
00187,1
01977,12
03707,3
09688,23
02353,1
07159,8
03955,12
08876,10
03225,23
11359,35
06652,38
00765,4
08334,13
10171,11
09100,2
01162,13
11071,9
04701,4
07810,7
08129,2
09414,10
01337,1
06794,2
11767,5
02567,7
04907,12
09946,5
00745,17
00486,12
05999,42
12402,31
06411,38
08631,12
04744,4
04944,25
05918,15
04377,1
11180,9
12132,8
08860,9
04606,4
08016,7
05675,9
07051,38
02391,1
09589,11
00374,20
11195,17
09002,11
11645,26
01130,13
06345,9
11445,5
02265,25
09107,15
08223,35
02256,2
11755,22
03991,42
09517,1
11974,8
01963,26
06258,26
10465,13
05766,39
10859,38
03411,8
05314,35
05127,40
09486,8
00452,2
07148,33
06281,15
07282,26
10425,21
02293,10
09298,18
12601,38
11423,7
07330,8
10442,25
03158,10
05924,5
04926,5
01317,11
06061,7
06551,2
10498,3
01349,2
07217,32
00573,6
02390,18
06839,38
02117,7
06664,4
03113,11
09656,3
01219,11
04225,8
03101,18
07155,5
01633,12
05561,12
04380,25
10199,4
01359,2
11350,36
10494,10
06195,3
11271,13
04462,38
04933,39
03374,15
05915,26
08207,7
07467,20
05442,4
04140,13
05000,26
03333,31
00020,4
10407,25
02346,5
06146,30
02602,35
06506,20
04112,23
00720,10
11029,25
08210,19
05254,5
00512,25
09014,1
03033,38
04830,4
10027,13
04824,4
07916,1
05762,12
06417,8
02676,25
09408,29
09730,5
01537,39
05509,23
00335,5
04565,25
01866,9
05041,5
03175,1
02169,2
08906,11
11282,31
01561,2
09469,38
12465,8
09497,25
06710,12
04994,4
05608,40
03083,2
11851,27
04210,14
04434,0
11251,38
09817,38
12264,27
04550,38
07261,31
01874,14
07174,16
04297,11
00153,25
05694,17
06172,10
09317,13
00130,36
10011,13
10977,17
11383,7
01498,2
02335,1
05649,7
06210,19
04514,35
10598,22
03562,5
09243,12
06035,7
06701,15
05996,32
06786,31
04843,3
04629,7
09492,19
00738,4
01309,6
06366,40
11190,14
11946,38
05104,2
12407,41
10497,3
11312,11
06414,31
02325,15
00945,10
01798,7
01083,10
02218,10
08660,19
06838,18
05343,1
12375,28
07617,12
01639,9
04506,2
08345,7
12356,12
01581,13
09035,4
08262,12
00124,2
01606,18
03907,17
03093,2
12037,2
04409,18
02754,38
02114,2
05906,4
10086,7
09891,7
08221,1
02838,6
02507,2
02219,28
08630,15
00058,9
10488,28
01725,38
01754,38
04221,7
02761,10
05061,13
09147,24
08052,18
00955,1
06171,14
08120,3
01851,28
05214,5
06092,7
10097,5
10669,25
08036,21
02597,25
07094,7
11758,1
07589,13
05659,40
01419,12
00884,35
02259,10
01716,9
03226,4
04012,0
01291,38
11268,11
02121,18
10273,38
04094,35
09907,35
11594,2
09712,12
08637,12
11910,20
02468,5
05638,13
07931,25
03470,8
00292,13
09256,23
03989,10
03673,1
02891,39
11931,33
10928,5
09783,2
01251,1
08733,2
05323,13
03521,24
02892,7
09269,9
07241,9
11011,14
07551,5
11762,25
11288,31
07199,10
00615,10
03602,2
07585,4
07047,3
00227,5
00155,3
08033,9
00722,5
09784,1
00219,10
04552,2
10308,5
05110,38
06324,5
09340,38
02086,28
06462,31
00173,25
07045,7
04393,10
02040,13
04784,2
09114,25
03238,23
02492,22
10870,35
11470,31
01953,4
08273,8
05025,9
08972,20
09143,8
03681,25
00599,26
03594,14
00213,5
11592,14
10166,22
10435,14
00159,4
12535,1
01096,30
09852,2
00614,11
05060,3
07969,18
03174,35
00475,12
01627,38
09040,1
01940,5
07982,1
12379,12
01467,5
04454,18
09225,25
00499,11
02410,38
02633,23
02367,1
09679,3
04713,13
08552,3
11694,9
08779,35
08969,12
07030,25
10042,17
12502,42
01676,7
01353,8
02449,9
04373,8
04386,1
05973,13
11985,8
03030,18
00366,7
06988,2
11691,3
08344,11
10080,12
04056,10
09689,4
09768,1
09124,13
00116,27
04144,35
02670,42
12608,18
04197,13
07200,33
01007,3
09252,5
07785,33
04389,4
03361,31
09630,26
08515,7
12194,3
01556,4
05578,33
01715,10
07772,13
04368,18
00602,4
07259,5
10873,9
00229,36
08941,33
10340,2
10182,38
05785,5
03437,18
00673,35
10365,4
08076,24
03105,13
11999,23
01580,6
04884,2
00577,2
02907,0
01570,17
05681,16
04521,4
11378,1
04037,2
08849,18
11542,13
01049,35
03329,25
10168,2
12373,9
05093,23
10035,2
06276,35
01929,1
02524,10
12047,5
01529,38
12414,9
03641,10
07289,35
05546,10
05679,12
08993,18
07077,42
06962,38
08886,2
09866,9
04768,25
04619,11
06304,38
07079,5
08880,2
04948,31
11176,42
05329,25
12089,3
06306,1
03845,35
08309,18
07136,38
03570,13
00691,4
12145,3
08780,2
11873,0
07651,3
01421,10
06221,5
00930,38
08518,7
10890,4
00950,12
11125,2
08852,33
01201,5
10281,37
03229,15
02133,16
04834,7
02572,5
10608,8
04295,2
04885,31
00719,5
09750,13
02920,35
11709,30
07352,5
05529,12
11102,13
11466,12
03028,12
10721,39
03323,1
03581,35
05673,8
03662,18
03365,16
08352,30
08547,13
06796,14
10214,24
08859,24
05306,38
10474,4
07815,9
10201,5
07530,1
11112,3
00485,10
10529,38
02002,15
01735,12
00600,2
08069,13
10145,36
04872,4
06087,25
06867,12
06892,25
00854,24
10015,42
05775,13
09706,4
09451,18
11631,7
00503,7
10720,2
02510,8
05590,13
04898,40
10084,38
03166,16
00697,8
02302,12
06339,9
00253,36
04449,3
06698,34
01937,23
08734,16
07886,18
02132,3
03590,17
03038,1
02918,23
04813,5
01065,7
06257,5
00069,28
00851,2
07195,4
00993,38
03352,9
10841,2
06596,5
00411,14
10083,3
07003,8
03481,20
11706,13
03051,1
10554,18
10028,26
12380,33
11796,17
03424,12
04666,33
04241,18
00208,13
00812,4
11381,14
06314,35
03630,35
08833,34
01152,25
01023,35
05075,15
04893,24
07673,38
12138,3
07270,34
02813,6
00034,2
10685,11
08988,10
11231,12
02092,9
06107,9
03151,2
07826,26
11239,23
08535,12
09959,8
03019,38
10607,3
10519,35
03623,2
09238,2
02098,18
01077,7
09906,35
06649,4
12183,10
12439,5
07285,12
11390,1
08436,1
00727,11
04952,16
01406,13
00770,10
02726,10
02039,12
04164,5
08890,32
07915,2
03956,31
08898,9
09032,39
03233,25
02310,5
11343,7
07574,5
09311,4
11472,1
06939,42
05758,25
02629,15
10914,15
06622,38
04205,2
04009,8
06058,4
00394,1
07845,42
12322,24
04357,2
10806,33
06207,9
01016,15
10715,13
12427,26
08831,38
09965,35
05067,10
00179,2
05641,5
09400,36
07706,35
09820,10
06377,13
08827,17
09565,9
06470,35
00476,35
06704,33
01209,11
06188,17
06225,13
06398,1
02431,12
06255,3
00606,7
08283,31
08687,1
03608,9
06784,12
10019,11
07905,3
05200,35
03146,3
06828,5
10057,5
02168,13
06008,13
02980,9
03601,14
08399,13
01106,8
07890,12
05643,18
08624,12
06026,13
12325,5
00997,38
00704,7
02814,39
06606,35
05303,8
01538,5
12569,11
02163,2
11118,13
00302,2
11911,9
08357,33
09047,38
06823,2
01185,12
10081,4
03436,9
02913,18
08789,5
03743,31
02604,2
03045,35
03499,8
08405,5
07903,13
09952,12
07941,1
10256,17
02013,10
12474,5
05724,6
03434,5
11085,15
03393,9
11200,42
00870,42
11252,17
08073,13
06541,16
11638,13
06850,9
02446,26
00679,8
07486,13
11627,13
06180,6
06427,1
12459,21
03729,10
02211,27
00398,4
05891,7
11272,39
06247,1
08700,42
04986,1
09050,3
02872,14
11973,8
03074,5
00348,13
06212,26
08315,1
10585,4
07313,17
05135,3
04234,1
02397,3
09484,10
06535,2
01147,4
00390,4
06091,10
03899,8
05115,14
05524,31
10558,12
06749,25
11420,13
09573,4
00102,5
04320,7
09429,5
02333,36
10894,17
01742,25
11731,11
10106,35
01118,3
07876,18
12506,34
10590,2
11417,3
01902,31
10427,8
09939,10
06140,25
03557,12
06542,17
00829,18
00860,5
05340,25
04504,0
01042,12
11637,3
06331,10
06971,38
06674,38
04338,4
11439,30
04229,38
10601,12
03733,11
09286,13
03165,17
09634,1
12027,1
08255,35
04641,2
00478,24
00712,11
10950,17
07433,13
04675,39
07312,7
00497,9
06718,18
12391,13
09423,7
05305,10
12351,8
03413,6
00389,9
09917,13
12241,18
04533,12
12220,13
09581,13
10014,10
03134,14
02320,5
05617,38
03021,6
11489,3
11574,9
08131,40
03524,1
00972,13
00579,0
03378,40
03633,5
09009,38
07879,5
00906,13
07854,38
06862,12
03889,24
05702,12
11685,2
07515,13
04938,10
12062,33
04877,38
03032,38
00466,7
09875,9
08243,7
06714,17
07553,18
07082,9
05813,1
04883,18
02529,5
07564,4
07769,38
04358,13
02082,15
00879,23
06145,6
12399,39
05521,10
02653,9
05089,9
01128,13
01520,8
09339,23
01523,13
01423,14
03308,7
09091,4
08772,4
06309,11
08675,13
01911,25
01856,24
00355,40
08614,38
11996,17
03797,2
01494,7
07642,10
12272,4
06021,10
08049,35
02547,17
09586,2
07085,42
04966,39
06608,10
06129,10
11847,33
05587,12
04186,20
05044,35
07842,5
04793,39
03010,9
03363,29
11092,25
07233,5
07723,5
04912,10
02080,2
08256,2
09463,11
08233,9
05734,16
12389,13
08422,18
11898,12
05188,4
08294,13
03919,12
08153,26
11019,11
00244,10
09951,31
02773,10
09086,1
05979,14
02677,6
00421,4
12587,6
00415,10
11043,1
03753,29
12376,2
04034,13
08164,29
11473,10
04195,5
10217,10
06196,12
04798,38
08608,2
00346,18
04586,7
01069,41
04173,2
10048,4
09058,9
00808,17
10051,10
00758,3
09407,22
11059,9
11790,0
09992,4
03354,12
10261,7
01535,3
07627,31
07715,20
04827,22
00913,13
06574,2
09534,35
04024,10
08835,12
08603,23
09290,8
06293,38
02822,35
11678,38
06820,9
08040,2
08339,11
08022,5
02096,25
09592,3
04142,18
07411,37
06916,33
02496,3
00427,20
01812,12
05046,1
02587,9
11530,18
01499,8
00887,1
00507,42
04021,11
11750,5
11273,25
09640,5
03130,9
09561,5
00128,1
05880,14
01871,33
02842,11
12247,2
01384,8
05279,4
00994,35
09119,5
04609,5
07005,42
03439,1
00145,25
11821,18
11394,20
06690,18
00120,13
11157,5
10251,35
09662,9
11669,2
08602,3
12184,40
07652,31
05253,12
12341,37
00156,6
02137,10
03931,9
09180,17
06218,4
11726,29
01263,5
12523,4
03727,25
03073,10
00990,0
05226,1
02599,30
00011,7
05743,31
12499,3
11090,12
04776,13
06897,18
01368,40
02465,12
10128,13
09069,2
04307,9
11172,34
06272,8
07163,3
11232,33
10843,38
12452,35
12262,39
04734,1
07711,7
07283,1
05064,11
01086,18
05576,4
03875,13
03577,8
11016,17
00395,5
03561,6
10468,8
00110,1
04464,13
05427,38
06160,10
02173,6
03198,1
09115,8
06389,10
05247,5
09787,13
07926,5
11041,1
09327,1
05037,13
05477,13
11202,3
10637,14
01135,5
11207,32
02929,10
10241,9
11416,4
00114,30
08122,2
08618,8
11753,3
02874,1
06236,10
11164,1
08260,4
05934,33
09258,3
05154,3
06000,1
04201,12
05245,1
08905,36
02215,1
03649,7
05978,10
08951,13
09919,10
02530,26
12099,38
09789,9
03409,13
01242,37
01410,15
08705,30
01982,10
11468,31
10788,8
12073,35
03597,12
03609,38
09802,14
00768,3
11142,5
04260,11
00649,2
09360,14
03736,17
03408,1
03520,2
07297,9
03505,13
10662,26
03558,22
08442,13
02625,5
06382,10
03567,21
04788,10
12368,13
03552,19
02968,16
03022,28
08765,38
00549,12
03011,9
06604,33
01583,30
10085,34
01254,37
01030,18
10803,12
04658,37
08902,36
11962,34
09181,2
11589,4
11784,13
06271,12
09977,18
01863,1
07413,5
08461,1
10023,4
06002,0
11483,34
04457,3
10844,18
10545,18
05968,8
04557,25
12201,14
10822,1
01944,11
06617,33
08485,11
00543,12
07361,38
06148,12
07347,31
08138,15
04876,15
02660,30
08516,11
10942,31
01266,42
03140,5
01617,32
03817,18
11181,9
10518,32
09230,15
10381,0
09745,3
10738,2
07065,1
04683,13
01205,29
02797,10
03531,4
01503,9
02942,17
11531,24
06734,2
01591,38
05833,7
07561,4
06349,40
09872,4
10424,2
06260,5
04359,10
09052,2
02840,12
05351,9
10079,1
08766,16
00676,25
02245,35
06561,17
02791,38
08661,2
06374,13
07040,3
01129,1
04061,9
00672,36
07255,30
08274,9
07800,13
09541,5
08523,2
11493,12
09406,2
05318,18
11243,11
03264,34
06885,12
06074,13
10369,2
05204,12
05357,17
08123,18
07752,10
07670,5
03494,25
09595,1
10298,10
05570,13
10422,35
04561,3
10671,2
07406,21
07577,4
04178,5
05933,2
09928,2
02457,2
09795,38
03709,2
04445,7
03541,5
03449,14
01574,9
07875,13
00358,38
00920,12
04970,9
01375,18
03483,1
04198,31
02944,39
02203,10
04251,11
04254,14
09762,25
12570,1
08117,4
10029,5
02088,1
10328,26
03442,3
12540,25
03580,24
09446,2
08318,9
11536,20
09217,37
02864,30
11692,3
11988,3
07296,2
10807,3
00273,9
11923,22
03565,9
12181,18
04573,2
09294,4
04874,1
12180,2
07057,5
04870,38
05737,4
07768,16
09055,37
09280,10
02802,28
08156,3
06809,9
05602,1
00428,38
02961,3
01589,13
12330,15
08230,10
06206,16
08877,14
12619,31
08871,3
09024,32
06064,38
11170,17
04179,4
08543,35
09045,5
04709,40
04951,40
05822,1
07096,24
00901,24
09642,14
02683,13
12344,10
04916,17
10580,38
03454,40
08964,8
11215,31
10157,12
10932,4
05515,19
11936,36
11487,3
12105,19
03922,0
08280,4
09405,38
11932,17
03380,38
02972,29
10052,13
07605,11
05213,14
03829,38
10886,5
01564,22
12288,2
08116,28
03223,4
01267,18
12434,16
12068,25
02959,4
12354,20
10380,4
10335,10
11689,13
09941,6
05252,1
02344,25
00177,40
06634,13
04280,13
02816,1
06738,25
05431,12
03469,36
11496,13
02089,13
01469,20
10301,1
09324,3
00862,9
03897,1
11327,2
03310,25
05371,3
11783,7
01681,25
05809,38
00313,38
11366,18
10912,1
03368,13
08006,20
01830,7
12312,7
07236,38
10350,15
11625,20
07955,37
09535,38
05879,38
04845,38
05592,2
03993,39
08578,38
03445,1
01265,38
07825,14
07350,15
04689,11
01519,0
08365,23
05668,5
04668,1
04558,5
03836,1
00306,32
12628,7
06857,2
06051,18
04612,37
04162,29
10021,38
03243,25
00927,2
02201,38
02722,12
01478,4
04752,1
05895,18
12014,12
02076,36
12488,38
10243,23
10855,13
03467,38
07099,11
11160,1
04835,10
00637,29
10325,26
07251,15
09824,12
02594,2
02719,9
01887,8
00352,16
10891,7
08206,1
11404,31
06222,4
05571,38
10059,22
08823,3
04481,10
10658,25
08199,40
05729,5
08804,12
04548,14
05112,14
00876,7
12013,14
12065,35
12486,17
12100,13
00856,1
09333,9
09325,8
04401,15
04040,34
07756,9
12010,13
02324,5
08582,4
11391,18
07059,8
06499,4
10724,12
04509,30
08595,38
03514,12
00924,19
08909,31
12522,18
10362,17
01687,38
05873,22
00904,18
06555,7
02846,23
03933,13
09316,14
00078,25
06950,9
09135,18
05939,35
04332,0
03417,13
04495,12
02673,4
06444,10
07764,10
09056,20
11674,10
01214,30
06613,5
04200,2
02003,11
04015,25
04809,17
01965,12
06589,17
05928,2
11942,7
09812,11
09006,23
06475,4
11626,4
07660,38
10927,35
01858,10
12254,29
12122,13
05471,11
06517,9
11456,14
07795,4
01988,8
10520,13
06780,10
00836,10
00472,3
08293,4
00047,10
08420,5
03559,2
12126,5
11989,10
07946,13
08082,8
02663,1
11442,3
06424,4
05907,38
04728,5
10902,3
09192,25
10906,38
05392,2
09779,16
04283,4
04758,4
03656,25
06156,18
08910,18
11829,1
02605,2
06743,13
01847,10
02578,22
00326,9
04147,17
06927,5
00019,38
11256,17
05487,12
04779,25
05827,35
04232,13
12346,30
11605,13
01167,38
03170,10
00328,8
04562,18
03985,1
07394,1
08378,2
10862,26
05225,6
03758,10
02505,31
10649,12
05058,9
01414,38
07112,9
05103,5
04973,10
08039,10
07013,4
05056,8
07230,11
08484,33
00260,35
08426,3
09378,9
09041,33
07544,4
02818,32
02192,4
08127,1
06446,1
02170,18
12077,31
07310,14
09626,12
01882,12
05218,40
11729,12
02977,38
10205,26
00866,3
09042,3
03125,7
01833,16
01054,40
01243,35
04301,3
07736,1
07732,12
04424,12
11704,35
06646,18
02901,34
09889,33
06832,5
02161,4
04544,7
01035,2
06095,5
02303,17
03859,16
08856,26
11693,1
00520,18
09029,5
07555,12
06757,3
03131,14
09008,16
02672,16
10096,26
02085,31
04486,1
10740,8
03107,22
07161,2
04143,10
00889,2
12165,17
05526,11
12345,19
07792,12
00199,28
01436,11
04515,40
02565,5
10574,4
11357,1
01473,10
12493,34
00882,10
03214,2
10758,10
01749,38
04312,20
06009,3
03256,11
00101,10
09882,26
08360,4
02334,17
07534,14
06352,23
07745,18
09297,1
06078,8
03236,41
05580,1
03366,2
04077,29
02563,11
12510,4
